os_name,os_family,vendor,os_generation,device_type,ttl,window_size,df_flag,tcp_options,ip_id_sequence,icmp_response
Thomson ST 585 or ST 536i ADSL modem,embedded,Thomson,,broadband router,59,4096,0,O1=M5B4NW0NNT11%O2=M5B4NW0NNT11%O3=M5B4NW0NNT11%O4=M5B4NW0NNT11%O5=M5B4NW0NNT11%O6=M5B4NNT11,incremental,0
Thomson TCM390 cable modem,embedded,Thomson,,broadband router,59,8192,0,O1=M200NW0%O2=M200NW0%O3=M200NW0%O4=M200NW0%O5=M200NW0%O6=M200,incremental,0
Thomson TCW710 wireless cable modem,embedded,Thomson,,broadband router,59,17376,1,O1=M5B4NW0NNT11%O2=M5B4NW0NNT11%O3=M5B4NW0NNT11%O4=M5B4NW0NNT11%O5=M5B4NW0NNT11%O6=M5B4NNT11,incremental,0
Thomson TG712 DSL router,embedded,Thomson,,broadband router,59,,0,R=N,incremental,0
Thomson ST 2030 VoIP phone,embedded,Thomson,,VoIP phone,59,16384,0,O1=M5B4NW0NNT11%O2=M5B4NW0NNT11%O3=M5B4NW0NNT11%O4=M5B4NW0NNT11%O5=M5B4NW0NNT11%O6=M5B4NNT11,incremental,0
Thomson Symbio VoIP phone,embedded,Thomson,,VoIP phone,59,5792,1,O1=M5ACST11NW1%O2=M5ACST11NW1%O3=M5ACNNT11NW1%O4=M5ACST11NW1%O5=M5ACST11NW1%O6=M5ACST11,constant,0
Tiandy NVR,embedded,Tiandy,,media device,59,14600,1,O1=M5B4NW5%O2=M5B4NW5%O3=M5B4NW5%O4=M5B4NW5%O5=M5B4NW5%O6=M5B4,constant,0
"Tibbo DS10xx serial controller, V3.34",embedded,Tibbo,,specialized,250,255,0,O1=%O2=%O3=%O4=%O5=%O6=,incremental,0
Tigo Energy Cloud Connect solar power gateway,embedded,Tigo Energy,,power-device,59,24560,1,O1=M4D8ST11NW5%O2=M4D8ST11NW5%O3=M4D8NNT11NW5%O4=M4D8ST11NW5%O5=M4D8ST11NW5%O6=M4D8ST11,constant,0
Tizen,Tizen,Tizen,,specialized,59,14480,1,O1=M5B4ST11NW6%O2=M5B4ST11NW6%O3=M5B4NNT11NW6%O4=M5B4ST11NW6%O5=M5B4ST11NW6%O6=M5B4ST11,constant,0
Topfield TF6000PVR set top box,embedded,Topfield,,media device,250,20000,1,O1=M5B4%O2=M578%O3=M280%O4=M5B4%O5=M218%O6=M109,constant,0
Toptech TMS5 terminal management,embedded,Toptech,,terminal server,56,8192,0,O1=M200%O2=M200%O3=M200%O4=M200%O5=M200%O6=M200,incremental,0
Toshiba 4690 OS point-of-sale system,4690 OS,Toshiba,6.X,specialized,25,28672,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,incremental,0
Toshiba 4690 OS point-of-sale system,4690 OS,Toshiba,6.X,specialized,59,28672,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,incremental,0
Toshiba REGZA TV,embedded,Toshiba,,media device,59,4344,1,O1=NNT11|M5B4ST11NW1%O2=NNT11|M5B4ST11NW1%O3=NNT11|M5B4NNT11NW1%O4=NNT11|M5B4ST11NW1%O5=NNT11|M5B4ST,constant,0
Toshiba e-STUDIO 20 printer,embedded,Toshiba,,printer,59,4096,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M218,,0
Toshiba e-STUDIO 280 printer,embedded,Toshiba,,printer,113,8192,0,O1=M5B4%O2=M578%O3=M280%O4=M200%O5=M218%O6=M109,incremental,0
Toshiba e-STUDIO 4511 printer,embedded,Toshiba,,printer,114,8192,0,O1=M5B4%O2=M578%O3=M280%O4=M200%O5=M218%O6=M109,incremental,0
Toshiba TCx Sky 1.2,TCx Sky,Toshiba,1.X,specialized,59,28672,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,incremental,0
TP-LINK TL-R4239G router,embedded,TP-LINK,,broadband router,59,10000,1,O1=NNM564SNW0%O2=NNM564SNW0%O3=M564NW0%O4=NNM564SNW0%O5=NNM564SNW0%O6=NNM564S,incremental,0
TP-LINK TL-R470T router,embedded,TP-LINK,,broadband router,59,10000,1,O1=NNM5B4SNW0%O2=NNM5B4SNW0%O3=M5B4NW0%O4=NNM5B4SNW0%O5=NNM5B4SNW0%O6=NNM5B4S,incremental,0
TP-LINK TL-R478+ router,embedded,TP-Link,,broadband router,59,10000,1,O1=NNM5B4SNW0%O2=NNM5B4SNW0%O3=M5B4NW0%O4=NNM5B4SNW0%O5=NNM5B4SNW0%O6=NNM5B4S,,0
TP-LINK TL-R480T+,embedded,TP-LINK,,broadband router,59,10000,1,O1=NNM5B4SNW0%O2=NNM5B4SNW0%O3=M5B4NW0%O4=NNM5B4SNW0%O5=NNM5B4SNW0%O6=NNM5B4S,incremental,0
TP-LINK PS110U print server,embedded,TP-LINK,,print server,250,4380,1,O1=M5B4%O2=M578%O3=M280%O4=M5B4%O5=M218%O6=M109,constant,0
TP-LINK TL-PS110U or TL-WPS4510U print server,embedded,TP-LINK,,print server,250,4380,1,O1=M5B4%O2=M578%O3=M280%O4=M5B4%O5=M218%O6=M109,constant,0
TP-LINK TL-PS110U print server,embedded,TP-LINK,,print server,250,10240,1,O1=M5B4%O2=M578%O3=M280%O4=M5B4%O5=M218%O6=M109,constant,0
TP-LINK TL-PS110U print server,embedded,TP-LINK,,print server,250,4380,1,O1=M5B4%O2=M578%O3=M280%O4=M5B4%O5=M218%O6=M109,constant,0
TP-LINK TL-WPS510U print server,embedded,TP-LINK,,print server,27,65535,0,O1=M5B4%O2=M578%O3=M280%O4=M5B4%O5=M218%O6=M109,incremental,0
TP Link HS200 smart switch (lwIP 2.0 or later),embedded,TP-LINK,,specialized,250,24576,0,O1=M5B4NW1%O2=M5B4NW1%O3=M5B4NW1%O4=M5B4NW1%O5=M5B4NW1%O6=M5B4,incremental,0
TP-LINK EAP330 WAP (Linux 2.6.36),embedded,TP-LINK,,WAP,59,5792,1,O1=M5B4ST11NW4%O2=M5B4ST11NW4%O3=M5B4NNT11NW4%O4=M5B4ST11NW4%O5=M5B4ST11NW4%O6=M5B4ST11,constant,0
TP-LINK TD-W8951ND wireless ADSL modem,embedded,TP-LINK,,WAP,249,2800,0,O1=M578%O2=M578%O3=M578%O4=M578%O5=M578%O6=M578,incremental,0
TP-LINK TD-W8963N WAP,embedded,TP-LINK,,WAP,25,8192,0,O1=M5B4NW0SNN%O2=M5B4NW0SNN%O3=M5B4NW0SNN%O4=M5B4NW0SNN%O5=M5B4NW0SNN%O6=M5B4SNN,incremental,0
TP-LINK TL-WA5210G WAP,embedded,TP-LINK,,WAP,59,8192,1,O1=M5B4NW0NNT11%O2=M5B4NW0NNT11%O3=M5B4NW0NNT11%O4=M5B4NW0NNT11%O5=M5B4NW0NNT11%O6=M5B4NNT11,incremental,0
TP-LINK TL-WA801ND WAP (Linux 2.6.36),embedded,TP-LINK,,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Trane Tracer SC building controller,embedded,Trane,,specialized,59,5592,1,O1=M582ST11NW4%O2=M582ST11NW4%O3=M582NNT11NW4%O4=M582ST11NW4%O5=M582ST11NW4%O6=M582ST11,constant,0
TransAct Ithaca 280 thermal printer,embedded,TransAct,,printer,250,2048,0,O1=M400%O2=M400%O3=M400%O4=M400%O5=M400%O6=M400,incremental,0
TRENDnet TW100-BRF114 broadband router,embedded,TRENDnet,,broadband router,59,3072,0,O1=M5B4%O2=M564%O3=M5B4%O4=M5B4%O5=M204%O6=MF5,incremental,0
TRENDnet TV-IP100 webcam,embedded,TRENDnet,,webcam,59,5840,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,,0
Trilithic EASyPLUS Emergency Alert System (NET+OS 6.3),embedded,Trilithic,,specialized,173,16384,0,O1=M5B4W0L%O2=M5B4W0L%O3=M5B4W0L%O4=M5B4W0L%O5=M5B4W0L%O6=M5B4,incremental,0
"Tripp Lite SMART1500SLT UPS, or PDUMV30HVNET or PDUMH15AT power distribution unit",embedded,Tripp Lite,,power-device,116,16384,0,O1=M5B4W0L%O2=M5B4W0L%O3=M5B4W0L%O4=M5B4W0L%O5=M5B4W0L%O6=M5B4,incremental,0
Tripp Lite SMART3000RMXL2U UPS,embedded,Tripp Lite,,power-device,59,17376,1,O1=M5B4NW0NNSNNT11%O2=M578NW0NNSNNT11%O3=M280NW0NNT11%O4=M5B4NW0NNSNNT11%O5=M218NW0NNSNNT11%O6=M109N,incremental,0
Tripp Lite NetOS 7.5.2tl,NetOS,Tripp Lite,7.X,specialized,59,16416,1,O1=M564NW0NNSNNT11%O2=M564NW0NNSNNT11%O3=M280NW0NNT11%O4=M564NW0NNSNNT11%O5=M218NW0NNSNNT11%O6=M109N,,0
Tut Systems SMS2000 subscriber management system,embedded,Tut Systems,,router,59,32736,0,O1=M5B4%O2=M578%O3=M280%O4=M218%O5=M218%O6=M109,incremental,0
Tyco 24 Port SNMP Managed Switch,embedded,Tyco,,switch,250,1024,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,incremental,0
Ubee EVW3226 cable modem,embedded,Ubee,,WAP,59,14480,0,O1=M5B4ST11NW4%O2=M5B4ST11NW4%O3=M5B4NNT11NW4%O4=M5B4ST11NW4%O5=M5B4ST11NW4%O6=M5B4ST11,incremental,0
Ubee EVW3226 or Arris TG1672 or TG862G cable modem (Linux 2.6.18),embedded,Ubee,,WAP,59,14480,1,O1=M5B4ST11NW4%O2=M5B4ST11NW4%O3=M5B4NNT11NW4%O4=M5B4ST11NW4%O5=M5B4ST11NW4%O6=M5B4ST11,constant,0
Ubicom ipOS,ipOS,Ubicom,,specialized,59,16,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,incremental,0
Ubiquiti AirOS 5.5.9,AirOS,Ubiquiti,5.X,WAP,59,5712,1,O1=M55CST11NW1%O2=M55CST11NW1%O3=M55CNNT11NW1%O4=M55CST11NW1%O5=M55CST11NW1%O6=M55CST11,constant,0
Ubiquiti AirOS 5.5.9,AirOS,Ubiquiti,5.X,WAP,59,5792,1,O1=M5B4ST11%O2=M5B4%O3=M5B4NNT11%O4=M5B4ST11%O5=M5B4ST11%O6=M5B4ST11,constant,0
Ubiquiti AirOS 5.6.2 (Linux 2.6.32),AirOS,Ubiquiti,5.X,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Ubiquiti Pico Station WAP (AirOS 5.2.6),AirOS,Ubiquiti,5.X,WAP,59,5792,1,O1=M5B4ST11NW1%O2=M5B4ST11NW1%O3=M5B4NNT11NW1%O4=M5B4ST11NW1%O5=M5B4ST11NW1%O6=M5B4ST11,constant,0
Ubiquiti Dream Machine Pro gateway (Linux 4.19),embedded,Ubiquiti,,router,59,43440,1,O1=M5B4ST11NWC%O2=M5B4ST11NWC%O3=M5B4NNT11NWC%O4=M5B4ST11NWC%O5=M5B4ST11NWC%O6=M5B4ST11,constant,0
Ubiquiti Dream Machine Pro gateway (Linux),embedded,Ubiquiti,,router,59,43440,1,O1=M5B4ST11NWC%O2=M5B4ST11NWC%O3=M5B4NNT11NWC%O4=M5B4ST11NWC%O5=M5B4ST11NWC%O6=M5B4ST11,constant,0
Ubiquiti Edgemax router firmware 1.7.0 (Linux 3.10),embedded,Ubiquiti,,router,59,17896,1,O1=M2300ST11NW6%O2=M2300ST11NW6%O3=M2300NNT11NW6%O4=M2300ST11NW6%O5=M2300ST11NW6%O6=M2300ST11,constant,0
Ubiquiti USW-Flex switch (lwIP 2.1.0 - 2.2.0),embedded,Ubiquiti,,switch,250,2144,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M218,incremental,0
Ubiquiti UniFi AP-AC WAP (Linux 2.6.22),embedded,Ubiquiti,,WAP,59,5792,1,O1=M5B4ST11NW2%O2=M5B4ST11NW2%O3=M5B4NNT11NW2%O4=M5B4ST11NW2%O5=M5B4ST11NW2%O6=M5B4ST11,constant,0
Ubiquiti webcam (Linux 2.6.38),embedded,Ubiquiti,,webcam,59,14480,1,O1=M5B4ST11NW3%O2=M5B4ST11NW3%O3=M5B4NNT11NW3%O4=M5B4ST11NW3%O5=M5B4ST11NW3%O6=M5B4ST11,constant,0
Unify Openstage VoIP phone (Linux 3.4),embedded,Unify,,VoIP phone,123,14480,1,O1=M5B4ST11NW3%O2=M5B4ST11NW3%O3=M5B4NNT11NW3%O4=M5B4ST11NW3%O5=M5B4ST11NW3%O6=M5B4ST11,constant,0
Universal Devices ISY-99i IR receiver,embedded,Universal Devices,,media device,55,33238,0,O1=M5B4SNL%O2=M5B4SNL%O3=M5B4SNL%O4=M5B4SNL%O5=M5B4SNL%O6=M5B4SNL,incremental,0
Universal Devices ISY-99i IR receiver,embedded,Universal Devices,,media device,55,4644,0,O1=M5B4SNL%O2=M5B4SNL%O3=M5B4SNL%O4=M5B4SNL%O5=M5B4SNL%O6=M5B4SNL,incremental,0
USRobotics USR8000 broadband router,embedded,USRobotics,,router,59,5840,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,incremental,0
USRobotics USR8000 broadband router,embedded,USRobotics,,router,59,2144,0,O1=M218%O2=M218%O3=M218%O4=M218%O5=M218%O6=M218,,0
USRobotics USR5450 WAP,embedded,USRobotics,,WAP,60,5840,1,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,constant,0
UTStarcom WA3002G4 router,embedded,UTStarcom,,broadband router,59,16384,0,O1=M578NW0NNT11%O2=M578NW0NNT11%O3=M578NW0NNT11%O4=M578NW0NNT11%O5=M578NW0NNT11%O6=M578NNT11,incremental,0
Vantage HD7100S satellite receiver,embedded,Vantage,,media device,59,5840,0,O1=M5B4%O2=M578%O3=M280%O4=M5B4%O5=M218%O6=M109,incremental,0
VBrick 4300 video encoder,embedded,VBrick,,media device,59,8192,1,O1=M5B4NW0NNT11%O2=M5B4NW0NNT11%O3=M5B4NW0NNT11%O4=M5B4NW0NNT11%O5=M5B4NW0NNT11%O6=M5B4NNT11,,0
Vegastream Vega 400 VoIP Gateway,embedded,Vegastream,,VoIP adapter,59,16000,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,incremental,0
Viasat SurfBeam 2 satellite modem,embedded,Viasat,,broadband router,59,14480,1,O1=M576ST11NW7%O2=M576ST11NW7%O3=M576NNT11NW7%O4=M576ST11NW7%O5=M576ST11NW7%O6=M576ST11,constant,0
Vimtag CP3 PTZ camera,embedded,Vimtag,,webcam,59,27200,1,O1=M550NNSNW3%O2=M550NNSNW3%O3=M550NW3%O4=M550NNSNW3%O5=M550NNSNW3%O6=M550NNS,constant,0
VIPA PLC CPU,embedded,VIPA,,specialized,59,17376,1,O1=M5B4NW0NNT11%O2=M5B4NW0NNT11%O3=M5B4NW0NNT11%O4=M5B4NW0NNT11%O5=M5B4NW0NNT11%O6=M5B4NNT11,incremental,0
Virdi 3000 fingerprint access controller,embedded,Virdi,,security-misc,123,8190,0,O1=M5B4T11W0LLL%O2=M5B4T11W0LLL%O3=M5B4T11W0LLL%O4=M5B4T11W0LLL%O5=M5B4T11W0LLL%O6=M5B4T11W0LLL,incremental,0
Visual Network Systems Visual UpTime Select IP Transport DS3/E3 inline ASE,embedded,Visual Network Systems,,specialized,41,1,0,O1=%O2=%O3=%O4=%O5=%O6=,,0
Visual Network Systems Visual UpTime Select IP Transport NxT1 inline ASE,embedded,Visual Network Systems,,specialized,25,2047,0,O1=M564%O2=M564%O3=M564%O4=M564%O5=M564%O6=M564,incremental,0
Visual Network Systems Visual UpTime Select IP Transport T1 CSU DROP & INSERT ASE,embedded,Visual Network Systems,,specialized,39,1,0,O1=%O2=%O3=%O4=%O5=%O6=,,0
VMware ESX Server 3.0.0 - 3.5.0,ESX Server,VMware,3.X,specialized,59,65535,1,O1=M5B4NW1NNT11%O2=M5B4NW1NNT11%O3=M5B4NW1NNT11%O4=M5B4NW1NNT11%O5=M5B4NW1NNT11%O6=M5B4NNT11,constant,0
VMware ESX Server 3.0.2,ESX Server,VMware,3.X,specialized,59,65535,1,O1=M5B4NW1NNT11%O2=M5B4NW1NNT11%O3=M5B4NW1NNT11%O4=M5B4NW1NNT11%O5=M5B4NW1NNT11%O6=M5B4NNT11,constant,0
VMware ESX Server 3.5.0,ESX Server,VMware,3.X,specialized,59,65535,1,O1=M5B4NW1NNT11%O2=M5B4NW1NNT11%O3=M5B4NW1NNT11%O4=M5B4NW1NNT11%O5=M5B4NW1NNT11%O6=M5B4NNT11,constant,0
VMware ESX Server 4.0.1,ESX Server,VMware,4.X,specialized,59,65535,1,O1=M5B4NW3NNT11SLL%O2=M5B4NW3NNT11SLL%O3=M5B4NW3NNT11%O4=M5B4NW3NNT11SLL%O5=M5B4NW3NNT11SLL%O6=M5B4N,incremental,0
VMware ESX Server 5,ESX Server,VMware,5.X,specialized,59,65535,1,O1=M5B4NW3NNT11SLL%O2=M5B4NW3NNT11SLL%O3=M5B4NW3NNT11%O4=M5B4NW3NNT11SLL%O5=M5B4NW3NNT11SLL%O6=M5B4N,incremental,0
VMware ESXi 3.0 - 4.0,ESXi,VMware,3.X,specialized,59,65535,1,O1=M5B4NW1NNT11SLL%O2=M5B4NW1NNT11SLL%O3=M5B4NW1NNT11%O4=M5B4NW1NNT11SLL%O5=M5B4NW1NNT11SLL%O6=M5B4N,random,0
VMware ESXi 3.5,ESXi,VMware,3.X,specialized,59,65535,1,O1=M5B4NW1NNT11%O2=M5B4NW1NNT11%O3=M5B4NW1NNT11%O4=M5B4NW1NNT11%O5=M5B4NW1NNT11%O6=M5B4NNT11,constant,0
VMware ESXi 3.5,ESXi,VMware,3.X,specialized,59,65535,1,O1=M564NW1NNT11%O2=M564NW1NNT11%O3=M564NW1NNT11%O4=M564NW1NNT11%O5=M564NW1NNT11%O6=M564NNT11,constant,0
VMware ESXi 3.5,ESXi,VMware,3.X,specialized,59,65535,0,O1=M1F4NW1NNT11%O2=M1F4NW1NNT11%O3=M1F4NW1NNT11%O4=M1F4NW1NNT11%O5=M1F4NW1NNT11%O6=M1F4NNT11,constant,0
VMware ESXi 4.0,ESXi,VMware,4.X,specialized,59,65535,1,O1=M564NW1NNT11%O2=M564NW1NNT11%O3=M564NW1NNT11%O4=M564NW1NNT11%O5=M564NW1NNT11%O6=M564NNT11,incremental,0
VMware ESXi 4.0,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW1NNT11SLL%O2=M5B4NW1NNT11SLL%O3=M5B4NW1NNT11%O4=M5B4NW1NNT11SLL%O5=M5B4NW1NNT11SLL%O6=M5B4N,incremental,0
VMware ESXi 4.0,ESXi,VMware,4.X,specialized,59,65535,1,O1=M564NW1NNT11SLL%O2=M564NW1NNT11SLL%O3=M564NW1NNT11%O4=M564NW1NNT11SLL%O5=M564NW1NNT11SLL%O6=M564N,incremental,0
VMware ESXi 4.0.0,ESXi,VMware,4.X,specialized,59,65535,0,O1=M5B4NW1NNT11SLL%O2=M5B4NW1NNT11SLL%O3=M5B4NW1NNT11%O4=M5B4NW1NNT11SLL%O5=M5B4NW1NNT11SLL%O6=M5B4N,incremental,0
VMware ESXi 4.0.1,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW1NNT11SLL%O2=M5B4NW1NNT11SLL%O3=M5B4NW1NNT11%O4=M5B4NW1NNT11SLL%O5=M5B4NW1NNT11SLL%O6=M5B4N,incremental,0
VMware ESXi 4.1,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,random,0
VMware ESXi 4.1,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1,ESXi,VMware,4.X,specialized,59,65535,1,O1=M564NW4ST11%O2=M564NW4ST11%O3=M280NW4NNT11%O4=M564NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1,ESXi,VMware,4.X,specialized,59,65535,1,O1=M564NW4ST11%O2=M564NW4ST11%O3=M280NW4NNT11%O4=M564NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1.0,ESXi,VMware,4.X,specialized,59,65535,1,O1=M4ECNW4ST11%O2=M4ECNW4ST11%O3=M280NW4NNT11%O4=M4ECNW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1.0,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1.0,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1.0,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1.0,ESXi,VMware,4.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 4.1.0,ESXi,VMware,4.X,specialized,59,65535,1,O1=M550NW4ST11%O2=M550NW4ST11%O3=M550NW4NNT11%O4=M5B4NW4ST11%O5=M550NW4ST11%O6=M550ST11,incremental,0
VMware ESXi 5.0,ESXi,VMware,5.X,specialized,59,65535,1,O1=M5B4NW4ST11%O2=M578NW4ST11%O3=M280NW4NNT11%O4=M5B4NW4ST11%O5=M218NW4ST11%O6=M109ST11,incremental,0
VMware ESXi 5.0,ESXi,VMware,5.X,specialized,59,65535,1,O1=M5B4NW9ST11%O2=M578NW9ST11%O3=M280NW9NNT11%O4=M5B4NW9ST11%O5=M218NW9ST11%O6=M109ST11,incremental,0
VMware ESXi 5.0,ESXi,VMware,5.X,specialized,59,65535,1,O1=M488NW9ST11%O2=M488NW9ST11%O3=M280NW9NNT11%O4=M564NW9ST11%O5=M218NW9ST11%O6=M109ST11,incremental,0
VMware ESXi 5.0 - 5.5,ESXi,VMware,5.X,specialized,59,65535,1,O1=M5B4NW9ST11%O2=M578NW9ST11%O3=M280NW9NNT11%O4=M5B4NW9ST11%O5=M218NW9ST11%O6=M109ST11,incremental,0
VMware ESXi 5.1,ESXi,VMware,5.X,specialized,59,65535,1,O1=M564NW9ST11%O2=M564NW9ST11%O3=M280NW9NNT11%O4=M564NW9ST11%O5=M218NW9ST11%O6=M109ST11,incremental,0
VMware ESXi 5.5,ESXi,VMware,5.X,specialized,59,65535,1,O1=M5B4NW9ST11%O2=M578NW9ST11%O3=M280NW9NNT11%O4=M5B4NW9ST11%O5=M218NW9ST11%O6=M109ST11,,0
VMware ESXi 5.5,ESXi,VMware,5.X,specialized,59,65535,1,O1=M5B4NW9ST11%O2=M578NW9ST11%O3=M280NW9NNT11%O4=M5B4NW9ST11%O5=M218NW9ST11%O6=M109ST11,incremental,0
VMware ESXi 6.0.0,ESXi,VMware,6.X,specialized,59,65535,1,O1=M5B4NW9ST11%O2=M578NW9ST11%O3=M280NW9NNT11%O4=M5B4NW9ST11%O5=M218NW9ST11%O6=M109ST11,incremental,0
VMware ESXi 7.0.3,ESXi,VMware,7.X,specialized,59,65535,1,O1=M5B4NW9ST11%O2=M578NW9ST11%O3=M280NW9NNT11%O4=M5B4NW9ST11%O5=M218NW9ST11%O6=M109ST11,incremental,0
VMware Player virtual NAT device,Player,VMware,,specialized,123,64240,0,O1=M5B4%O2=M5B4%O3=M5B4%O4=M5B4%O5=M5B4%O6=M5B4,incremental,0
Vodafone EasyBox 802 wireless ADSL router,embedded,Vodafone,,WAP,59,14480,1,O1=M564ST11NW1%O2=M564ST11NW1%O3=M564NNT11NW1%O4=M564ST11NW1%O5=M564ST11NW1%O6=M564ST11,constant,0
Vodafone Easybox 904 xDSL WAP (Linux 2.6.32),embedded,Vodafone,,WAP,59,5840,1,O1=M5B4NNSNW2%O2=M5B4NNSNW2%O3=M5B4NW2%O4=M5B4NNSNW2%O5=M5B4NNSNW2%O6=M5B4NNS,constant,0
Vodafone EasyBox A601 wireless ADSL router,embedded,Vodafone,,WAP,59,20480,1,O1=M578%O2=M578%O3=M280%O4=M578%O5=M218%O6=M109,incremental,0
Vonage V-Portal VoIP adapter,embedded,Vonage,,VoIP adapter,59,17280,1,O1=M5ACNW0NNT11%O2=M5ACNW0NNT11%O3=M5ACNW0NNT11%O4=M5ACNW0NNT11%O5=M5ACNW0NNT11%O6=M5ACNNT11,incremental,0
VTrak WebPAM PROe RAID device,embedded,VTrak,,storage-misc,59,17896,1,O1=M2300ST11NW2%O2=M2300ST11NW2%O3=M2300NNT11NW2%O4=M2300ST11NW2%O5=M2300ST11NW2%O6=M2300ST11,constant,0
W&T Ethernet-to-serial bridge,embedded,W&T,,bridge,59,560,0,O1=M230%O2=M230%O3=M230%O4=M230%O5=M230%O6=M230,incremental,0
W&T Web-IO controller,embedded,W&T,,specialized,59,560,0,O1=M230%O2=M230%O3=M230%O4=M230%O5=M230%O6=M230,incremental,0
